Created-At,From-User,From-User-Id,To-User,To-User-Id,Language,Source,Text,Geo-Location-Latitude,Geo-Location-Longitude,Retweet-Count,Id
2022-05-14 17:08:26,Tee,1374323398449434631,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ASUU students can't relate https://t.co/wfiQi6AFBj,,,.0,1525493244829761537
2022-05-14 17:08:16,b?bby,1315786150771150848,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Agba yahoo baff soap go write jamb ????
Post wetin you score o??#JAMB2022 #jamb #ASUU",,,.0,1525493203646009344
2022-05-14 17:07:51,Local Man????????????,1506518205917016065,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Ovo_himself449: Some lowkey things me & You are missing during this ASUU strike https://t.co/LTqaSfaz0y,,,771.0,1525493098704424964
2022-05-14 17:07:44,peterObi4president,282532275,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MbahKizito: University of Ibadan law students block the UI road in protest of the ongoing ASUU strike. We need a Leader like @PeterObi,…",,,99.0,1525493067570106368
2022-05-14 17:07:41,Olatomiwa,1449301427466166272,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @JustRodney4: Aren't we tired of this whole thing #ASUU 
the students are suffering and yet nothing is being done #ASUUStrikeMustEnd 
As…",,,25.0,1525493058099363840
2022-05-14 17:07:36,BIG_DIKE????,1252648362144391168,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Ovo_himself449: Some lowkey things me & You are missing during this ASUU strike https://t.co/LTqaSfaz0y,,,771.0,1525493034682445824
2022-05-14 17:07:33,TODAY,2483954344,,-1,en,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Governor Obaseki: ASUU strike has worsened drug abuse https://t.co/p635Nwe2tk,,,4.0,1525493022137298945
2022-05-14 17:07:18,Mike Ezeme,569977625,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ShehuSani: It’s better for Ngige to pullout of the race and race with ASUU.,,,346.0,1525492960279789573
2022-05-14 17:07:09,Bearded man,4056251433,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Oludeewon: Any Transcript plug in Unilag please?

This lady must not lose this Admission.

She can afford it but ASUU is about to kill…",,,146.0,1525492923332276224
2022-05-14 17:07:00,@donhilyz,1210129285421383684,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @saodiyyahhhh: It’s not that I don’t want ASUU to call off strike o but anytime my result crosses my mind ehn… my heart go just do gbim…,,,17.0,1525492882269949952
2022-05-14 17:06:52,Mairama,753521322219667456,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Sadiyahamza41: Bandits kill hundreds in Sokoto, no protest.
Inflation killing people in Sokoto, no protest
ASUU on strike, no protest
G…",,,295.0,1525492850141671424
2022-05-14 17:06:39,twinkle twinkle?,610788554,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @maxvayshia: Billions of Naira spent on Presidential form acquisition but no money to settle ASUU and set these students free. This gove…,,,69.0,1525492794101489665
2022-05-14 17:06:33,Abiodun??,1517278105278242816,_ChiefPriest,24237908,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@_ChiefPriest #XlimjayMarathorn please notice me sir I need 50k for my POS business because am tired of staying home since the Asuu strike started,,,.0,1525492772467245059
2022-05-14 17:06:31,Myschoolnews,902083692608311297,,-1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ASUU: VCs fear delayed admission process
https://t.co/xQhGdBH8sr",,,.0,1525492762472329217
2022-05-14 17:06:24,???CHAMP???,1271479058770137088,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Ovo_himself449: Some lowkey things me & You are missing during this ASUU strike https://t.co/LTqaSfaz0y,,,771.0,1525492732348796929
2022-05-14 17:06:14,Comr. Kenneth Chijioke,1293614516559843329,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Do you know!
There’re 4 types of love!
Storge- natural affection.
Eros- sexual attraction.
Philia- emotional affection.
Agape- unconditional or sacrificial love.
Which do you possess?? 
Learn to walk in #love !
#BBNaija #FactCheck #ASUU #EndSARS",,,6.0,1525492690489688064
2022-05-14 17:06:04,Lordbishop,242323327,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ASUUNGN: BREAKING: ASUU has rejected the appeal by the FG to suspend the strike, the strike continues! #ASUU #ASUUStrike",,,2463.0,1525492649091792896
2022-05-14 17:06:04,Johnson Oluwaseyi,151880123,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Royalprincecube: I don't think PMB and ASUU are ready for what is coming on MONDAY 16TH MAY...

Check any of the graphics to pick your…",,,26.0,1525492648433397760
2022-05-14 17:05:46,Abiodun??,1517278105278242816,_ChiefPriest,24237908,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@_ChiefPriest #XlimjayMarathorn please notice me sir I need 50k for my POS business because am tired of staying home since the Asuu strike started,,,.0,1525492572898172932
2022-05-14 17:05:41,Lasperyes????,736119059834654720,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",You score 278 for #JAMB2022 then you dey scream all i am waiting for is Post Utme form but #ASUU  is still on strike... Abeg where you dey go which school you wan enter????,,,.0,1525492551465291777
2022-05-14 17:05:35,victory,1402955940249452553,etidoema,2436821235,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@etidoema @kentisalsoTobi @MobilePunch You're writing WAEC and ASUU is on a 3month strike with no hope of solution and 1 almajeri would still be your boss when you get employed,,,.0,1525492526563598336
2022-05-14 17:05:33,Black,1515827220916355075,ASUU___NGR,797233530287824896,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ASUU___NGR Hope not fake?,,,.0,1525492520817414144
2022-05-14 17:05:27,Ajibodi Muniru Majeyibo,1507269023226118148,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @officialtonnie: 2023 Presidency: Why Gov. Yahaya Bello is best man for the job - Bello Ambassadors 
#YahayaBello #2023 #APC #Kogi #Nige…",,,34.0,1525492493764141056
2022-05-14 17:04:59,Bamidele,1049911981472407552,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @MosesAyemomi: How it’s going #ASUUStrikeMustEnd #ASUU #AAUA we are outside massively on the link road in Akungba-Akoko, all we ask for…",,,73.0,1525492378479599622
2022-05-14 17:04:47,gracious felix,1308666854,TeniEntertainer,275387038,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@TeniEntertainer @savefunsho_smg 2 female piglets and 1 male piglet (agric), all will cost 180k here in Jos. I currently have 2 local ones trying to make a living out of.
This is my hustle for now as we wait on ASUU.
God bless you Makanaki.",,,.0,1525492328030519297
2022-05-14 17:04:35,Molokwu Blessing,1518131174782218240,_ChiefPriest,24237908,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@_ChiefPriest Asuu is on strike my landlord is on my neck and he wants to throw my things outside my rent is due please if I can get 50k I will be grateful #XIimjayMarathorn,,,.0,1525492276427993088
2022-05-14 17:04:23,Kaycee,1151589010260799488,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AjomDebbie: JAMB exams ongoing.
ASUU on strike.

Private Universities: https://t.co/CBF4NcUnXI",,,232.0,1525492224716378112
2022-05-14 17:04:20,Muse,1275123549766856704,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Sadiyahamza41: Bandits kill hundreds in Sokoto, no protest.
Inflation killing people in Sokoto, no protest
ASUU on strike, no protest
G…",,,295.0,1525492211126878208
2022-05-14 17:04:16,KageMartinz,2229135579,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @maxvayshia: Billions of Naira spent on Presidential form acquisition but no money to settle ASUU and set these students free. This gove…,,,69.0,1525492198246170625
2022-05-14 17:03:34,sterling ??,1459674547167371268,bod_republic,3138923027,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@bod_republic And you fit resume make asuu strike ????,,,.0,1525492020172804096
2022-05-14 17:02:55,Rick Grime's Hatchet Man,1096561736,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Sadiyahamza41: Bandits kill hundreds in Sokoto, no protest.
Inflation killing people in Sokoto, no protest
ASUU on strike, no protest
G…",,,295.0,1525491857245065216
2022-05-14 17:02:25,Myschoolnews,902083692608311297,,-1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Public Universities Would Have Perished Without ASUU Struggle – UNILAG Chair
https://t.co/LTnV3uerO2",,,.0,1525491729188659200
2022-05-14 17:02:14,princebarbie??,1524713326563016705,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tired of seeing ASUU,Buhari, strike and FG in one sentence. #ASUUstrike",,,.0,1525491684917796866
2022-05-14 17:01:57,Maryam'B,983279260419919873,,-1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @TundeTASH: ASUU strike also affects people who have graduated. 

Transcript and certificate collection have been on hold for many schoo…",,,333.0,1525491614617153538
2022-05-14 17:01:52,Onwuegbuna Romanus,1254880591511719936,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Sadiyahamza41: Bandits kill hundreds in Sokoto, no protest.
Inflation killing people in Sokoto, no protest
ASUU on strike, no protest
G…",,,295.0,1525491590910947328
2022-05-14 17:01:38,Dr_firstlady,239394133,SaharaReporters,17409452,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@SaharaReporters Private Uni students already getting admitted while others re waiting on ASUU. This life no balance,,,.0,1525491533188939777
2022-05-14 17:01:08,dotunhiem????????,309194719,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SaharaReporters: UI Students Join Nationwide Protest Over Prolonged Lecturers, ASUU’s Strike, Block Ibadan Roads | Sahara Reporters htt…",,,73.0,1525491408831905792
2022-05-14 17:00:45,IamFunmi,301380096,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FG should attend to ASUU please so students in the North can transfer to Southern and Western institutions.,,,.0,1525491309649313792
2022-05-14 17:00:33,qeqe??,1245132258085875713,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Oludeewon: Any Transcript plug in Unilag please?

This lady must not lose this Admission.

She can afford it but ASUU is about to kill…",,,146.0,1525491259162378242
2022-05-14 17:00:13,_hannes????,1270134146086719491,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Ovo_himself449: Some lowkey things me & You are missing during this ASUU strike https://t.co/LTqaSfaz0y,,,771.0,1525491175779598336
2022-05-14 16:59:42,Legit Trizzy,1440325580302405636,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","My problem is I too sabi?? you never know say ur problem na JAMB score???? wonti knack I too sabi 129 ??
#JAMB2022 #ASUU #AsuuStrikeUpdate",,,.0,1525491047681470464
2022-05-14 16:59:20,"My,Name Is , Blade",1524285287249162240,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Ovo_himself449: Some lowkey things me & You are missing during this ASUU strike https://t.co/LTqaSfaz0y,,,771.0,1525490955637469190
2022-05-14 16:59:18,UNCLE 'KUNLE,254998400,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Sadiyahamza41: Bandits kill hundreds in Sokoto, no protest.
Inflation killing people in Sokoto, no protest
ASUU on strike, no protest
G…",,,295.0,1525490948116996097
2022-05-14 16:59:14,PrisonLifeHumanLIFE,576437133,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @mavisikpeme: So the government is busy with terrorists,ASUU, politics and debt but our Muslim brothers decided to raise the magnitude o…",,,15.0,1525490929167220736
2022-05-14 16:59:12,Toosie,4750191965,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Oludeewon: Any Transcript plug in Unilag please?

This lady must not lose this Admission.

She can afford it but ASUU is about to kill…",,,146.0,1525490922359775245
2022-05-14 16:58:34,"A New Nigeria ????We Want,Yes We Can?????????",1124097475202158592,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @mavisikpeme: So the government is busy with terrorists,ASUU, politics and debt but our Muslim brothers decided to raise the magnitude o…",,,15.0,1525490762892419077
2022-05-14 16:58:22,Godwin Fasa Kelly,1571122896,LadiPoe,312670274,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@LadiPoe Let’s join our voices and put an end to this @ASUU_NGN @ASUUNGR and @MBuhari ,@NGRPresident wahala. So our people can go back to school. #AsuuStrikemustEnd",,,.0,1525490711826776064
2022-05-14 16:58:18,hawwa_bhizz??,1110818593699188736,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Its__Kemi: Saw someone who we both gained admission in to the University the same year wearing corper uniform today. Me I still Dey str…,,,112.0,1525490694822969344
2022-05-14 16:57:59,Cousin Muscles,548301872,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Sadiyahamza41: Bandits kill hundreds in Sokoto, no protest.
Inflation killing people in Sokoto, no protest
ASUU on strike, no protest
G…",,,295.0,1525490612967030785
2022-05-14 16:57:47,kyootie????,1122415418185080832,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @fulani_man: ASUU are very wicked and selfish. Because the govt didn’t make it up to your “2009” demands or mode of payment, you now dec…",,,61.0,1525490564866752512
2022-05-14 16:57:31,Peaky Blogger ??,777587078695649280,Naija_PR,1901298962,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Naija_PR Asuu liked this comment,,,.0,1525490498655465473
2022-05-14 16:57:27,Autumn????,2494899207,Hajile_Ojo010,1506285438071414808,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Hajile_Ojo010 Asuu come and see??,,,.0,1525490480670285824
2022-05-14 16:57:25,Official #EndSARS Bot,1154794876510396419,,-1,en,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">EndPoliceBrutality</a>","RT @mavisikpeme: So the government is busy with terrorists,ASUU, politics and debt but our Muslim brothers decided to raise the magnitude o…",,,15.0,1525490471401066496
2022-05-14 16:57:16,Edubamo,1329152413887062016,Mohopey,760529192241008645,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Mohopey Your front and back dey on strike like asuu????,,,.0,1525490433970819072
2022-05-14 16:56:55,Toluwalope Abayomi,1463111743559778308,,-1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @letstalk_9ja: This had me laughing the F-out????

#DoctorWho #BIGWIZ #Bobrisky #Tems #Netnaija #vawulence #pastor #Apostle #AshewoSpace #…",,,11.0,1525490346842537985
2022-05-14 16:56:54,missalledgedly,1486240864867389442,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @mavisikpeme: So the government is busy with terrorists,ASUU, politics and debt but our Muslim brothers decided to raise the magnitude o…",,,15.0,1525490341238931457
2022-05-14 16:56:49,Abayomi Okanlawon,3371514112,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @woye1: 29 Persons bought APC Presidential forms, 25 returned. They are :Tinubu, Osinbajo, Bow -Tie President; Pencil man ; Ahmad Lawan,…",,,145.0,1525490320124825600
2022-05-14 16:56:40,omó iya ayo,1195814342651977728,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @u10akaji: If Sawore call for protest over protracted ASUU strike by now he would've bein in detention.

But Northern muslims killed an…",,,1.0,1525490283093311491
2022-05-14 16:56:38,antisholamovement,1488043888287887364,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @mavisikpeme: So the government is busy with terrorists,ASUU, politics and debt but our Muslim brothers decided to raise the magnitude o…",,,15.0,1525490276571090944
2022-05-14 16:56:32,That Village Boy ????????,1180783491329544197,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Ovo_himself449: Some lowkey things me & You are missing during this ASUU strike https://t.co/LTqaSfaz0y,,,771.0,1525490251199913985
2022-05-14 16:56:27,DAMILARE ??,1364294973039013893,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @bigdammy270: Secondary school student: I will write waec at 16 then enroll for jamb,get admitted to a university then I go for my dream…",,,3.0,1525490231008497671
2022-05-14 16:56:25,C. Alex Jr,966258234486067200,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Ovo_himself449: Some lowkey things me & You are missing during this ASUU strike https://t.co/LTqaSfaz0y,,,771.0,1525490219604226048
2022-05-14 16:56:21,Maria's 300k$ ????,1343909268030947328,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","They really did jamb dis year and Asuu is still on strike
It is well https://t.co/klKBfnAnTl",,,.0,1525490205553217537
2022-05-14 16:56:13,DahElitePen,1400237680743624706,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I sent UTMERESULT to 55019
They are not responding
I get enough airtime o
Is like nah me score highest ??

#JAMB2022 #ASUU",,,.0,1525490170614763520
2022-05-14 16:56:08,Ugiagbe Paradise Itohan,1488119930998468608,ASUU_NGN,1497913025172549632,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ASUU_NGN A country without a good educational system like ours cannot move foreward,,,.0,1525490147973799940
2022-05-14 16:55:52,TOLUWALASE????,1213009976840450048,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Its__Kemi: Saw someone who we both gained admission in to the University the same year wearing corper uniform today. Me I still Dey str…,,,112.0,1525490081485684736
2022-05-14 16:55:47,Kyomnom Hassan,205815025,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Sadiyahamza41: Bandits kill hundreds in Sokoto, no protest.
Inflation killing people in Sokoto, no protest
ASUU on strike, no protest
G…",,,295.0,1525490062238031877
2022-05-14 16:55:45,flysaiah thomas,534177700,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Sadiyahamza41: Bandits kill hundreds in Sokoto, no protest.
Inflation killing people in Sokoto, no protest
ASUU on strike, no protest
G…",,,295.0,1525490054172495873
2022-05-14 16:55:29,YourFavCROCHET??,1421406985392689156,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @shelittle4: What you all say!!
????????

Burna pastor 
Xender bbnaija #BloodSistersNetflix #Asuu #wizkid https://t.co/B0fNP1zYkd",,,2.0,1525489987759783939
2022-05-14 16:55:28,YourFavCROCHET??,1421406985392689156,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @shelittle4: What you all say!!
????????

Apostle #pastor 
Xender bbnaija #BloodSistersNetflix #Asuu #wizkid #nudity https://t.co/satfo0trG4",,,2.0,1525489983674535938
